date,close,volume,open,high,low,symbol
2024-01-08,149.1,46757050,146.74,149.4,146.15,AMZN
2024-01-05,145.24,45153150,144.69,146.59,144.53,AMZN
2024-01-04,144.57,56039810,145.59,147.38,144.05,AMZN
2024-01-03,148.47,49425500,149.2,151.05,148.33,AMZN
2024-01-02,149.93,47339420,151.54,152.38,148.39,AMZN
2023-12-29,151.94,39823200,153.1,153.89,151.03,AMZN
2023-12-28,153.38,27057000,153.72,154.08,152.95,AMZN
2023-12-27,153.34,31434730,153.56,154.78,153.12,AMZN
2023-12-26,153.41,25067220,153.56,153.975,153.03,AMZN
2023-12-22,153.42,29514090,153.77,154.35,152.71,AMZN
2023-12-21,153.84,36305730,153.3,153.97,152.1,AMZN
2023-12-20,152.12,50322110,152.9,155.63,151.56,AMZN
2023-12-19,153.79,43171290,154.4,155.12,152.69,AMZN
2023-12-18,154.07,62512830,150.56,154.855,150.05,AMZN
2023-12-15,149.97,110089300,148.38,150.57,147.88,AMZN
2023-12-14,147.42,58400850,149.93,150.54,145.52,AMZN
2023-12-13,148.84,52766200,148.12,149.46,146.82,AMZN
2023-12-12,147.48,44944260,145.52,147.5,145.3,AMZN
2023-12-11,145.89,50907290,145.66,146.19,143.64,AMZN
2023-12-08,147.42,41905970,145.48,147.84,145.4,AMZN
2023-12-07,146.88,52352830,146.15,147.92,145.34,AMZN
2023-12-06,144.52,39678960,147.58,147.85,144.28,AMZN
2023-12-05,146.88,46822410,143.55,148.57,143.13,AMZN
2023-12-04,144.84,48294240,145.25,145.35,142.81,AMZN
2023-12-01,147.03,39951830,146.0,147.245,145.55,AMZN
2023-11-30,146.09,65814020,144.76,146.93,144.332,AMZN
2023-11-29,146.32,40610910,147.85,148.54,145.97,AMZN
2023-11-28,147.03,42711680,146.98,147.5999,145.53,AMZN
2023-11-27,147.73,53762430,147.53,149.26,146.88,AMZN
2023-11-24,146.74,22378380,146.7,147.2,145.32,AMZN
2023-11-22,146.71,45700000,144.57,147.74,144.57,AMZN
2023-11-21,143.9,71225990,143.91,144.05,141.5,AMZN
2023-11-20,146.13,41978770,145.13,146.63,144.725,AMZN
2023-11-17,145.18,49678440,142.66,145.23,142.545,AMZN
2023-11-16,142.83,49653510,140.91,143.32,139.52,AMZN
2023-11-15,143.2,63875720,147.06,147.29,142.59,AMZN
2023-11-14,145.8,56674550,145.0,147.26,144.68,AMZN
2023-11-13,142.59,35680570,142.08,143.23,140.67,AMZN
2023-11-10,143.56,49349940,140.46,143.65,139.91,AMZN
2023-11-09,140.6,36235370,142.02,142.65,139.84,AMZN
2023-11-08,142.08,44521660,142.97,143.12,141.2183,AMZN
2023-11-07,142.71,53553540,140.55,143.37,140.5,AMZN
2023-11-06,139.74,44970420,138.76,140.73,138.36,AMZN
2023-11-03,138.6,44059810,138.99,139.49,137.45,AMZN
2023-11-02,138.07,52236690,138.73,138.81,136.47,AMZN
2023-11-01,137.0,61529410,133.96,137.35,133.71,AMZN
2023-10-31,133.09,51589380,132.75,133.57,131.71,AMZN
2023-10-30,132.71,72485540,129.72,133.0,128.56,AMZN
2023-10-27,127.74,125309300,126.2,130.02,125.52,AMZN
2023-10-26,119.57,100419500,120.63,121.6393,118.35,AMZN
2023-10-25,121.39,74577540,126.04,126.34,120.79,AMZN
2023-10-24,128.56,46477360,127.74,128.8,126.34,AMZN
2023-10-23,126.56,48259950,124.63,127.88,123.98,AMZN
2023-10-20,125.17,56406410,128.05,128.17,124.97,AMZN
2023-10-19,128.4,60961360,130.565,132.24,127.47,AMZN
2023-10-18,128.13,42699480,129.9,130.6699,127.51,AMZN
2023-10-17,131.47,49344550,130.39,132.58,128.71,AMZN
2023-10-16,132.55,42832920,130.69,133.07,130.425,AMZN
2023-10-13,129.79,45824690,132.98,133.3145,128.95,AMZN
2023-10-12,132.33,55528580,132.17,134.48,131.23,AMZN
2023-10-11,131.83,40741840,129.74,132.05,129.61,AMZN
2023-10-10,129.48,42178620,128.82,130.74,128.05,AMZN
2023-10-09,128.26,38773740,126.22,128.79,124.76,AMZN
2023-10-06,127.96,46836700,124.16,128.45,124.13,AMZN
2023-10-05,125.96,39660640,126.71,126.73,124.33,AMZN
2023-10-04,127.0,44203870,126.06,127.36,125.68,AMZN
2023-10-03,124.72,51564990,128.06,128.52,124.2544,AMZN
2023-10-02,129.46,48029740,127.28,130.47,126.54,AMZN
2023-09-29,127.12,62411730,128.2,129.15,126.32,AMZN
2023-09-28,125.98,54554970,124.04,126.5801,123.04,AMZN
2023-09-27,125.98,66553450,125.76,127.48,124.13,AMZN
2023-09-26,125.98,73048210,130.12,130.39,125.28,AMZN
2023-09-25,131.27,46017830,129.36,131.78,128.77,AMZN
2023-09-22,129.12,59904350,131.11,132.03,128.52,AMZN
2023-09-21,129.33,70343340,131.94,132.24,129.31,AMZN
2023-09-20,135.29,46263720,138.55,139.37,135.2,AMZN
2023-09-19,137.63,61482470,138.7,138.84,135.56,AMZN
2023-09-18,139.98,42823480,140.48,141.75,139.22,AMZN
2023-09-15,140.39,102909300,142.69,143.57,140.09,AMZN
2023-09-14,144.72,64033610,145.08,145.86,142.95,AMZN
2023-09-13,144.85,60465180,140.95,144.98,140.865,AMZN
2023-09-12,141.23,42668450,142.32,143.0,140.61,AMZN
2023-09-11,143.1,56764530,138.75,143.62,138.64,AMZN
2023-09-08,138.23,38365930,136.86,138.8519,136.75,AMZN
2023-09-07,137.85,48498910,133.9,138.03,133.16,AMZN
2023-09-06,135.36,41785510,136.32,137.45,134.61,AMZN
2023-09-05,137.27,40636740,137.73,137.8,135.82,AMZN
2023-09-01,138.12,40991540,139.455,139.96,136.875,AMZN
2023-08-31,138.01,58781310,135.06,138.7885,135.0,AMZN
2023-08-30,135.07,36137020,134.93,135.68,133.92,AMZN
2023-08-29,134.91,38646090,133.38,135.14,133.25,AMZN
2023-08-28,133.14,34108410,133.78,133.95,131.85,AMZN
2024-02-27,77.71,14699150,75.95,77.96,75.3401,SQ
2024-02-26,74.66,23003240,77.52,77.78,74.56,SQ
2024-02-23,78.92,53427590,79.81,83.29,78.47,SQ
2024-02-22,67.96,23963910,65.78,68.44,65.6501,SQ
2024-02-21,64.47,8838777,64.425,65.0,63.6289,SQ
2024-02-20,65.73,10182080,65.58,66.5825,64.835,SQ
2024-02-16,65.64,12642890,67.2,67.98,65.555,SQ
2024-02-15,69.48,9393631,68.28,70.1,68.06,SQ
2024-02-14,67.41,8346411,66.08,67.745,65.881,SQ
2024-02-13,64.98,11784130,65.82,66.66,64.38,SQ
2024-02-12,68.84,9112814,67.02,69.59,67.02,SQ
2024-02-09,66.88,11405010,69.23,69.9,66.67,SQ
2024-02-08,68.83,8515875,67.91,69.42,66.86,SQ
2024-02-07,68.31,7908102,67.09,68.8393,65.58,SQ
2024-02-06,67.0,10748700,66.25,68.86,66.2,SQ
2024-02-05,65.85,6646395,67.0,67.23,65.45,SQ
2024-02-02,67.88,9373539,66.42,68.43,65.29,SQ
2024-02-01,66.67,9050596,66.05,67.3396,64.97,SQ
2024-01-31,65.01,10919020,67.68,68.37,64.825,SQ
2024-01-30,68.22,13270640,70.35,71.409,67.8,SQ
2024-01-29,68.98,13236220,65.12,69.07,64.95,SQ
2024-01-26,64.97,11500920,62.0,65.57,61.94,SQ
2024-01-25,62.71,10939180,63.17,63.3,61.83,SQ
2024-01-24,62.57,12081150,67.09,67.3,62.55,SQ
2024-01-23,66.2,7247496,67.25,67.69,65.685,SQ
2024-01-22,66.69,10438370,67.13,69.36,66.26,SQ
2024-01-19,65.85,8642493,64.76,66.06,63.75,SQ
2024-01-18,64.47,8226598,64.51,65.23,63.43,SQ
2024-01-17,63.9,9588261,63.72,63.965,62.07,SQ
2024-01-16,65.16,9984057,65.48,65.98,64.2,SQ
2024-01-12,66.48,6612370,68.0,68.67,66.43,SQ
2024-01-11,67.87,7617722,68.61,68.8,66.11,SQ
2024-01-10,67.9,8705667,69.95,69.95,67.48,SQ
2024-01-09,69.53,8077134,68.76,70.64,68.76,SQ
2024-01-08,69.31,9210757,67.68,69.3398,67.365,SQ
2024-01-05,66.96,11150660,67.53,68.57,66.595,SQ
2024-01-04,68.15,10020970,68.0,69.065,66.86,SQ
2024-01-03,68.63,15374150,69.0,70.6,68.1402,SQ
2024-01-02,72.22,15249540,75.5,75.9,71.47,SQ
2023-12-29,77.35,8244876,79.32,79.7699,76.855,SQ
2023-12-28,79.51,6830491,79.77,80.29,79.21,SQ
2023-12-27,79.6,7418793,78.0,79.73,77.96,SQ
2023-12-26,78.18,6135458,77.3,78.64,77.3,SQ
2023-12-22,77.14,7045417,77.08,77.55,76.2501,SQ
2023-12-21,76.9,8829357,77.17,77.85,75.83,SQ
2023-12-20,76.11,12378230,77.03,79.1,76.0,SQ
2023-12-19,77.31,11958280,74.6,77.76,74.6,SQ
2023-12-18,73.88,7546034,74.0,74.8696,73.4,SQ
2023-12-15,74.21,11130110,74.83,75.49,73.66,SQ
2023-12-14,74.76,20563590,71.8,75.44,71.775,SQ
2023-12-13,70.06,16627990,69.73,70.54,66.73,SQ
2023-12-12,69.57,6414749,69.21,69.57,68.33,SQ
2023-12-11,68.56,8109682,68.925,70.26,68.24,SQ
2023-12-08,69.17,11485280,67.85,70.6669,67.6,SQ
2023-12-07,68.47,12668250,67.029,68.88,66.88,SQ
2023-12-06,68.0,20160630,65.79,69.95,65.79,SQ
2023-12-05,64.89,8606243,64.32,64.9399,63.38,SQ
2023-12-04,65.0,8865226,65.0,65.33,64.19,SQ
2023-12-01,65.04,11954240,63.5,65.17,63.39,SQ
2023-11-30,63.43,9036601,64.09,64.2,62.68,SQ
2023-11-29,63.73,13983730,63.58,65.11,63.58,SQ
2023-11-28,63.34,15851180,60.5,64.0,60.39,SQ
2023-11-27,60.31,10451640,59.11,60.78,59.0,SQ
2023-11-24,59.65,5162580,58.97,60.04,58.68,SQ
2023-11-22,59.02,7709245,59.13,59.73,58.3392,SQ
2023-11-21,58.67,8125080,58.67,59.335,58.06,SQ
2023-11-20,59.27,10473080,57.92,59.535,57.4764,SQ
2023-11-17,58.19,12038190,56.44,58.4,56.4001,SQ
2023-11-16,56.28,9462602,56.02,56.45,55.49,SQ
2023-11-15,56.3,14683060,55.52,57.27,55.45,SQ
2023-11-14,55.1,15519220,53.96,55.33,53.82,SQ
2023-11-13,52.02,9727524,50.95,52.21,50.86,SQ
2023-11-10,51.5,9520253,50.99,51.7,50.87,SQ
2023-11-09,51.05,16380540,52.795,53.35,50.98,SQ
2023-11-08,52.27,19517530,50.96,53.05,50.63,SQ
2023-11-07,51.05,22098670,49.705,51.63,49.705,SQ
2023-11-06,49.52,22090150,49.1899,49.9211,48.152,SQ
2023-11-03,48.68,49424180,50.8,52.13,48.4,SQ
2023-11-02,43.98,30573870,43.71,44.0999,42.78,SQ
2023-11-01,40.96,11957110,39.95,41.095,39.34,SQ
2023-10-31,40.25,9734511,39.48,40.38,38.885,SQ
2023-10-30,39.22,15531820,40.37,40.86,38.85,SQ
2023-10-27,40.02,19872600,40.36,40.52,38.91,SQ
2023-10-26,41.68,11861550,41.66,42.89,41.5448,SQ
2023-10-25,41.72,20833390,43.56,43.65,41.3,SQ
2023-10-24,45.35,11482240,44.78,46.15,44.7114,SQ
2023-10-23,43.9,9641632,43.58,44.565,42.81,SQ
2023-10-20,43.98,9985879,44.515,44.56,43.7003,SQ
2023-10-19,44.17,10885060,44.38,45.57,43.96,SQ
2023-10-18,44.58,8206403,45.275,45.88,44.55,SQ
2023-10-17,45.9,11581260,44.18,46.38,44.09,SQ
2023-10-16,44.76,9192184,43.84,44.95,43.595,SQ
2023-10-13,43.17,13516790,44.63,44.87,43.14,SQ
2023-10-12,45.45,13842980,47.05,47.225,45.121,SQ
2023-10-11,46.69,15563040,46.34,47.535,46.02,SQ
2023-10-10,46.0,15783370,44.3,46.54,44.3,SQ
2023-10-09,43.71,7787594,43.12,43.815,42.89,SQ
2023-10-06,43.83,13244320,42.15,44.05,42.15,SQ
2023-10-05,42.64,15916710,41.51,42.815,40.77,SQ
2023-10-04,41.9,11048000,42.0,42.22,41.24,SQ
2023-10-03,41.9,11399950,42.57,43.29,41.49,SQ
2023-10-02,43.19,10433170,44.32,44.72,42.98,SQ
2023-09-29,44.26,11965280,45.21,45.63,44.21,SQ
2023-09-28,44.35,16585060,44.03,44.56,42.77,SQ
2023-09-27,44.14,11656100,45.26,45.36,43.75,SQ
2023-09-26,44.81,10168220,44.94,45.7398,44.56,SQ
2023-09-25,45.59,8841345,44.62,45.74,44.33,SQ
2023-09-22,44.71,11866500,45.89,46.18,44.6,SQ
2023-09-21,45.62,19540760,46.51,46.93,45.27,SQ
2023-09-20,47.57,15313470,49.99,50.06,47.52,SQ
2023-09-19,49.8,17981670,49.94,50.63,49.37,SQ
2023-09-18,51.25,11564040,52.81,52.81,51.24,SQ
2023-09-15,52.83,11915070,53.68,54.08,52.26,SQ
2023-09-14,53.85,8089954,54.61,54.73,53.57,SQ
2023-09-13,54.15,5735346,54.075,54.58,53.61,SQ
2023-09-12,54.33,10233080,53.785,55.7291,53.65,SQ
2023-09-11,53.94,10420040,53.955,55.2,53.2701,SQ
2023-09-08,53.08,20720750,56.0,56.0,52.78,SQ
2023-09-07,56.04,9075765,56.22,56.5,55.14,SQ
2023-09-06,57.64,10491580,57.68,59.72,57.49,SQ
2023-09-05,58.74,5987049,58.16,59.195,57.785,SQ
2023-09-01,58.17,5752348,58.39,59.04,57.85,SQ
2023-08-31,57.65,7392938,57.8,58.5,57.17,SQ
2023-08-30,57.72,6813238,57.33,58.21,56.98,SQ
2023-08-29,57.76,7329804,55.57,57.9,55.46,SQ
2023-08-28,55.87,5333590,56.01,56.45,55.26,SQ
2024-02-27,407.48,14835830,407.99,408.32,403.85,MSFT
2024-02-26,407.54,16193510,411.455,412.16,407.36,MSFT
2024-02-23,410.34,16295880,415.67,415.86,408.97,MSFT
2024-02-22,411.65,27009870,410.19,412.83,408.57,MSFT
2024-02-21,402.18,18631070,400.17,402.29,397.22,MSFT
2024-02-20,402.79,24307920,403.24,404.49,398.01,MSFT
2024-02-16,404.06,22296500,407.96,408.29,403.44,MSFT
2024-02-15,406.56,21825530,408.14,409.13,404.29,MSFT
2024-02-14,409.49,20401190,408.07,409.84,404.57,MSFT
2024-02-13,406.32,27824940,404.94,410.071,403.39,MSFT
2024-02-12,415.26,21202920,420.555,420.74,414.75,MSFT
2024-02-09,420.55,22032840,415.25,420.82,415.09,MSFT
2024-02-08,414.11,21225260,414.05,415.56,412.53,MSFT
2024-02-07,414.05,22340530,407.44,414.3,407.4,MSFT
2024-02-06,405.49,18382620,405.88,407.97,402.91,MSFT
2024-02-05,405.65,25352290,409.9,411.16,403.99,MSFT
2024-02-02,411.22,28256670,403.81,412.65,403.56,MSFT
2024-02-01,403.78,30657730,401.83,408.0,401.8,MSFT
2024-01-31,397.58,47871100,406.96,415.32,397.21,MSFT
2024-01-30,408.59,33477610,412.26,413.05,406.4501,MSFT
2024-01-29,409.72,24510240,406.06,409.98,404.33,MSFT
2024-01-26,403.93,17803270,404.37,406.17,402.43,MSFT
2024-01-25,404.87,21021160,404.32,407.01,402.5294,MSFT
2024-01-24,402.56,24866950,401.54,405.63,400.45,MSFT
2024-01-23,398.9,20525880,395.75,399.38,393.93,MSFT
2024-01-22,396.51,27016900,400.02,400.62,393.59,MSFT
2024-01-19,398.67,29331140,395.76,398.67,393.5,MSFT
2024-01-18,393.87,23392070,391.72,393.99,390.12,MSFT
2024-01-17,389.47,22234110,387.98,390.11,384.81,MSFT
2024-01-16,390.27,27202270,393.66,394.03,387.6229,MSFT
2024-01-12,388.47,21661150,385.49,388.68,384.65,MSFT
2024-01-11,384.63,27850850,386.0,390.68,380.38,MSFT
2024-01-10,382.77,25514250,376.37,384.17,376.32,MSFT
2024-01-09,375.79,20829950,372.01,375.99,371.19,MSFT
2024-01-08,374.69,23133970,369.3,375.2,369.01,MSFT
2024-01-05,367.75,21004580,368.97,372.06,366.5,MSFT
2024-01-04,367.94,20901500,370.665,373.1,367.17,MSFT
2024-01-03,370.6,23083470,369.01,373.2562,368.51,MSFT
2024-01-02,370.87,25258630,373.86,375.9,366.771,MSFT
2023-12-29,376.04,18730840,376.0,377.16,373.48,MSFT
2023-12-28,375.28,14327010,375.37,376.458,374.16,MSFT
2023-12-27,374.07,14905410,373.69,375.06,372.8116,MSFT
2023-12-26,374.66,12673050,375.0,376.94,373.5,MSFT
2023-12-22,374.58,17107480,373.68,375.18,372.71,MSFT
2023-12-21,373.54,17708010,372.56,374.41,370.04,MSFT
2023-12-20,370.62,26316650,375.0,376.03,370.53,MSFT
2023-12-19,373.26,20603660,371.49,373.26,369.84,MSFT
2023-12-18,372.65,21802880,369.45,373.0,368.68,MSFT
2023-12-15,370.73,78502320,366.85,372.4,366.28,MSFT
2023-12-14,365.93,43277460,373.31,373.76,364.13,MSFT
2023-12-13,374.37,30955530,376.02,377.6361,370.77,MSFT
2023-12-12,374.38,24838250,370.85,374.42,370.46,MSFT
2023-12-11,371.3,27708760,368.48,371.6,366.1,MSFT
2023-12-08,374.23,20154370,369.2,374.46,368.23,MSFT
2023-12-07,370.95,23118860,368.23,371.4527,366.32,MSFT
2023-12-06,368.8,21182070,373.54,374.18,368.03,MSFT
2023-12-05,372.52,23065040,366.45,373.075,365.621,MSFT
2023-12-04,369.14,32063310,369.1,369.52,362.9,MSFT
2023-12-01,374.51,33040470,376.76,378.16,371.31,MSFT
2023-11-30,378.91,30554420,378.49,380.09,375.47,MSFT
2023-11-29,378.85,28963400,383.76,384.3,377.44,MSFT
2023-11-28,382.7,20453110,378.35,383.0,378.16,MSFT
2023-11-27,378.61,22179230,376.78,380.64,376.2,MSFT
2023-11-24,377.43,10176650,377.33,377.97,375.135,MSFT
2023-11-22,377.85,23361180,378.0,379.7899,374.965,MSFT
2023-11-21,373.07,28423150,375.67,376.2215,371.12,MSFT
2023-11-20,377.44,52528960,371.22,378.87,371.0,MSFT
2023-11-17,369.85,40325370,373.61,374.37,367.0,MSFT
2023-11-16,376.17,27182320,370.96,376.35,370.18,MSFT
2023-11-15,369.67,26860100,371.28,373.13,367.11,MSFT
2023-11-14,370.27,27683860,371.01,371.95,367.3454,MSFT
2023-11-13,366.68,19986510,368.22,368.47,365.9,MSFT
2023-11-10,369.67,28065160,361.49,370.1,361.07,MSFT
2023-11-09,360.69,24847330,362.3,364.79,360.362,MSFT
2023-11-08,363.2,26767830,361.68,363.87,360.55,MSFT
2023-11-07,360.53,25833930,359.4,362.46,357.63,MSFT
2023-11-06,356.53,23828300,353.45,357.54,353.35,MSFT
2023-11-03,352.8,23637670,349.63,354.39,347.33,MSFT
2023-11-02,348.32,24348070,347.24,348.83,344.77,MSFT
2023-11-01,346.07,28158820,339.79,347.42,339.65,MSFT
2023-10-31,338.11,20265280,338.85,339.0,334.69,MSFT
2023-10-30,337.31,22828080,333.41,339.45,331.83,MSFT
2023-10-27,329.81,29856520,330.425,336.72,328.4007,MSFT
2023-10-26,327.89,37828540,340.54,341.63,326.94,MSFT
2023-10-25,340.67,55053830,345.02,346.2,337.62,MSFT
2023-10-24,330.53,31153570,331.3,331.84,327.6,MSFT
2023-10-23,329.32,24374750,325.47,332.725,324.39,MSFT
2023-10-20,326.67,25027720,331.72,331.92,325.45,MSFT
2023-10-19,331.32,25052070,332.15,336.88,330.91,MSFT
2023-10-18,330.11,23153600,332.49,335.59,328.3,MSFT
2023-10-17,332.06,18338520,329.59,333.46,327.41,MSFT
2023-10-16,332.64,22158050,331.05,336.14,330.6,MSFT
2023-10-13,327.73,21085700,332.38,333.83,326.36,MSFT
2023-10-12,331.16,19313100,330.565,333.6299,328.72,MSFT
2023-10-11,332.42,20063250,331.21,332.82,329.14,MSFT
2023-10-10,328.39,20557090,330.96,331.1,327.67,MSFT
2023-10-09,329.82,19891180,324.75,330.3,323.18,MSFT
2023-10-06,327.26,25673630,316.55,329.19,316.3,MSFT
2023-10-05,319.36,16965630,319.09,319.98,314.9,MSFT
2023-10-04,318.955,20720140,314.03,320.04,314.0,MSFT
2023-10-03,313.39,21033490,320.83,321.39,311.215,MSFT
2023-10-02,321.8,20570010,316.28,321.888,315.18,MSFT
2023-09-29,315.75,24147300,317.75,319.47,314.98,MSFT
2023-09-28,313.64,19683560,310.99,315.48,309.45,MSFT
2023-09-27,312.79,19410080,312.3,314.299,309.69,MSFT
2023-09-26,312.14,26297570,315.13,315.88,310.02,MSFT
2023-09-25,317.54,17835960,316.59,317.67,315.0,MSFT
2023-09-22,317.01,21447890,321.32,321.45,316.15,MSFT
2023-09-21,319.53,35560360,319.26,325.3499,315.0,MSFT
2023-09-20,320.77,21436530,329.51,329.59,320.51,MSFT
2023-09-19,328.65,16514490,326.17,329.39,324.51,MSFT
2023-09-18,329.06,16834210,327.8,330.4,326.36,MSFT
2023-09-15,330.22,37679790,336.92,337.3975,329.65,MSFT
2023-09-14,338.7,20267050,339.148,340.86,336.57,MSFT
2023-09-13,336.06,16544410,331.31,336.85,331.17,MSFT
2023-09-12,331.77,17565480,335.815,336.79,331.48,MSFT
2023-09-11,337.94,16583320,337.24,338.42,335.43,MSFT
2023-09-08,334.27,19548170,330.09,336.16,329.46,MSFT
2023-09-07,329.91,18381000,331.29,333.08,329.03,MSFT
2023-09-06,332.88,17535770,333.38,334.46,330.18,MSFT
2023-09-05,333.55,18553860,329.0,334.85,328.66,MSFT
2023-09-01,328.66,14942020,331.31,331.99,326.78,MSFT
2023-08-31,327.76,26410950,329.2,330.9099,326.78,MSFT
2023-08-30,328.79,15222110,328.67,329.81,326.445,MSFT
2023-08-29,328.41,19284590,321.88,328.9835,321.88,MSFT
2023-08-28,323.7,14808480,325.66,326.15,321.722,MSFT
2024-02-27,182.63,54318850,181.1,183.9225,179.56,AAPL
2024-02-26,181.16,40867420,182.24,182.76,180.65,AAPL
2024-02-23,182.52,45119680,185.01,185.04,182.23,AAPL
2024-02-22,184.37,52292210,183.48,184.955,182.46,AAPL
2024-02-21,182.32,41529670,181.94,182.8888,180.66,AAPL
2024-02-20,181.56,53665550,181.79,182.43,180.0,AAPL
2024-02-16,182.31,49752470,183.42,184.85,181.665,AAPL
2024-02-15,183.86,65434500,183.55,184.49,181.35,AAPL
2024-02-14,184.15,54630520,185.32,185.53,182.44,AAPL
2024-02-13,185.04,56529530,185.77,186.21,183.5128,AAPL
2024-02-12,187.15,41781930,188.415,188.67,186.79,AAPL
2024-02-09,188.85,45155220,188.65,189.99,188.0,AAPL
2024-02-08,188.32,40962050,189.385,189.535,187.35,AAPL
2024-02-07,189.41,53438960,190.64,191.05,188.61,AAPL
2024-02-06,189.3,43490760,186.86,189.31,186.7695,AAPL
2024-02-05,187.68,69668820,188.15,189.25,185.84,AAPL
2024-02-02,185.85,102551700,179.86,187.33,179.25,AAPL
2024-02-01,186.86,64885410,183.985,186.95,183.82,AAPL
2024-01-31,184.4,55467800,187.04,187.095,184.35,AAPL
2024-01-30,188.04,55859370,190.94,191.8,187.47,AAPL
2024-01-29,191.73,47145620,192.01,192.2,189.58,AAPL
2024-01-26,192.42,44594010,194.27,194.76,191.94,AAPL
2024-01-25,194.17,54822130,195.22,196.2675,193.1125,AAPL
2024-01-24,194.5,53631320,195.42,196.38,194.34,AAPL
2024-01-23,195.18,42355590,195.02,195.75,193.8299,AAPL
2024-01-22,193.89,60133850,192.3,195.33,192.26,AAPL
2024-01-19,191.56,68902990,189.33,191.95,188.82,AAPL
2024-01-18,188.63,78005750,186.09,189.14,185.83,AAPL
2024-01-17,182.68,47317430,181.27,182.93,180.3,AAPL
2024-01-16,183.63,65603040,182.16,184.26,180.934,AAPL
2024-01-12,185.92,40477780,186.06,186.74,185.19,AAPL
2024-01-11,185.59,49128410,186.54,187.05,183.62,AAPL
2024-01-10,186.19,46792910,184.35,186.4,183.92,AAPL
2024-01-09,185.14,42841810,183.92,185.15,182.73,AAPL
2024-01-08,185.56,59144470,182.085,185.6,181.5,AAPL
2024-01-05,181.18,62379660,181.99,182.76,180.17,AAPL
2024-01-04,181.91,71983570,182.15,183.0872,180.88,AAPL
2024-01-03,184.25,58414460,184.22,185.88,183.43,AAPL
2024-01-02,185.64,82488670,187.15,188.44,183.885,AAPL
2023-12-29,192.53,42672150,193.9,194.4,191.725,AAPL
2023-12-28,193.58,34049900,194.14,194.66,193.17,AAPL
2023-12-27,193.15,48087680,192.49,193.5,191.09,AAPL
2023-12-26,193.05,28919310,193.61,193.89,192.83,AAPL
2023-12-22,193.6,37149570,195.18,195.41,192.97,AAPL
2023-12-21,194.68,46482550,196.1,197.08,193.5,AAPL
2023-12-20,194.83,52242820,196.9,197.68,194.83,AAPL
2023-12-19,196.94,40714050,196.16,196.95,195.89,AAPL
2023-12-18,195.89,55751860,196.09,196.63,194.39,AAPL
2023-12-15,197.57,128538400,197.53,198.3999,197.0,AAPL
2023-12-14,198.11,66831570,198.02,199.62,196.16,AAPL
2023-12-13,197.96,70404180,195.09,198.0,194.85,AAPL
2023-12-12,194.71,52696900,193.08,194.72,191.721,AAPL
2023-12-11,193.18,60943700,193.11,193.49,191.42,AAPL
2023-12-08,195.71,53406360,194.2,195.99,193.67,AAPL
2023-12-07,194.27,47477660,193.63,195.0,193.59,AAPL
2023-12-06,192.32,41089740,194.45,194.76,192.11,AAPL
2023-12-05,193.42,66628400,190.21,194.4,190.18,AAPL
2023-12-04,189.43,43389520,189.98,190.05,187.4511,AAPL
2023-12-01,191.24,45704820,190.33,191.56,189.23,AAPL
2023-11-30,189.95,48794370,189.84,190.32,188.19,AAPL
